code,l1,l2,desc,l1_desc,l2_desc
37K15,37,37Kxx,Inverse spectral and scattering methods for infinite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K20,37,37Kxx,"Relations of infinite-dimensional Hamiltonian and Lagrangian dynamical systems with algebraic geometry,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K25,37,37Kxx,"Relations of infinite-dimensional Hamiltonian and Lagrangian dynamical systems with topology, geometry","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K30,37,37Kxx,Relations of infinite-dimensional Hamiltonian and Lagrangian dynamical systems with infinite-dimensional,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K35,37,37Kxx,Lie-Bäcklund and other transformations for infinite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K40,37,37Kxx,"Soliton theory, asymptotic behavior of solutions of infinite-dimensional Hamiltonian systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K45,37,37Kxx,Stability problems for infinite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K50,37,37Kxx,Bifurcation problems for infinite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K55,37,37Kxx,"Perturbations, KAM theory for infinite-dimensional Hamiltonian and Lagrangian systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K58,37,37Kxx,Variational principles and methods for infinite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K60,37,37Kxx,Lattice dynamics; integrable lattice equations [See also 37L60],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K65,37,37Kxx,Hamiltonian systems on groups of diffeomorphisms and on manifolds of mappings and metrics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K99,37,37Kxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37L05,37,37Lxx,"General theory of infinite-dimensional dissipative dynamical systems, nonlinear semigroups, evolution equations","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L10,37,37Lxx,"Normal forms, center manifold theory, bifurcation theory for infinite-dimensional dissipative dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L15,37,37Lxx,Stability problems for infinite-dimensional dissipative dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L20,37,37Lxx,Symmetries of infinite-dimensional dissipative dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L25,37,37Lxx,Inertial manifolds and other invariant attracting sets of infinite-dimensional dissipative dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L30,37,37Lxx,"Attractors and their dimensions, Lyapunov exponents for infinite-dimensional dissipative dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L40,37,37Lxx,Invariant measures for infinite-dimensional dissipative dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L45,37,37Lxx,"Hyperbolicity, Lyapunov functions for infinite-dimensional dissipative dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L50,37,37Lxx,"Noncompact semigroups, dispersive equations, perturbations of infinite-dimensional dissipative dynamical","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L55,37,37Lxx,"Infinite-dimensional random dynamical systems; stochastic equations [See also 35R60, 60H10, 60H15]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L60,37,37Lxx,Lattice dynamics and infinite-dimensional dissipative dynamical systems [See also 37K60],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L65,37,37Lxx,"Special approximation methods (nonlinear Galerkin, etc.) for infinite-dimensional dissipative dynamical","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37L99,37,37Lxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Infinite-dimensional dissipative dynamical systems [See also 35Bxx, 35Qxx]"
37M05,37,37Mxx,Simulation of dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M10,37,37Mxx,Time series analysis of dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M15,37,37Mxx,"Discretization methods and integrators (symplectic, variational, geometric, etc.) for dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M20,37,37Mxx,Computational methods for bifurcation problems in dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M21,37,37Mxx,Computational methods for invariant manifolds of dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M22,37,37Mxx,Computational methods for attractors of dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M25,37,37Mxx,"Computational methods for ergodic theory (approximation of invariant measures, computation of Lyapunov","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37M99,37,37Mxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Approximation methods and numerical treatment of dynamical systems {For
37N05,37,37Nxx,"Dynamical systems in classical and celestial mechanics [See mainly 70Fxx, 70Hxx, 70Kxx]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N10,37,37Nxx,"Dynamical systems in fluid mechanics, oceanography and meteorology [See mainly 76-XX, especially 76D05,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N15,37,37Nxx,Dynamical systems in solid mechanics [See mainly 74Hxx],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N20,37,37Nxx,"Dynamical systems in other branches of physics (quantum mechanics, general relativity, laser physics)","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N25,37,37Nxx,Dynamical systems in biology [See also 92-XX],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N30,37,37Nxx,Dynamical systems in numerical analysis [See also 65-XX],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N35,37,37Nxx,Dynamical systems in control [See also 93-XX],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N40,37,37Nxx,"Dynamical systems in optimization and economics [See also 90-XX, 91-XX]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37N99,37,37Nxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Applications of dynamical systems
37P05,37,37Pxx,Arithmetic and non-Archimedean dynamical systems involving polynomial and rational maps,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P10,37,37Pxx,Arithmetic and non-Archimedean dynamical systems involving analytic and meromorphic maps,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P15,37,37Pxx,Dynamical systems over global ground fields,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P20,37,37Pxx,Dynamical systems over non-Archimedean local ground fields,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P25,37,37Pxx,Dynamical systems over finite ground fields,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P30,37,37Pxx,Height functions; Green functions; invariant measures in arithmetic and non-Archimedean dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P35,37,37Pxx,Arithmetic properties of periodic points,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P40,37,37Pxx,Non-Archimedean Fatou and Julia sets,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P45,37,37Pxx,Families and moduli spaces in arithmetic and non-Archimedean dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P50,37,37Pxx,Dynamical systems on Berkovich spaces,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P55,37,37Pxx,Arithmetic dynamics on general algebraic varieties,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
37P99,37,37Pxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Arithmetic and non-Archimedean dynamical systems [See also 11S82, 37A44]"
39A05,39,39Axx,General theory of difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A06,39,39Axx,Linear difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A10,39,39Axx,Additive difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A12,39,39Axx,Discrete version of topics in analysis,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A13,39,39Axx,"Difference equations, scaling (q-differences) [See also 33Dxx]",Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A14,39,39Axx,Partial difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A20,39,39Axx,Multiplicative and other generalized difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A21,39,39Axx,Oscillation theory for difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A22,39,39Axx,"Growth, boundedness, comparison of solutions to difference equations",Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A23,39,39Axx,Periodic solutions of difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A24,39,39Axx,Almost periodic solutions of difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
39A26,39,39Axx,Fuzzy difference equations,Difference and functional equations,"Difference equations {For dynamic equations on time scales, see 34N05; for"
